player,salary,season_end,season_start,team,team_name
Chris Duhon,5585000,2009,2008,NYK,New York Knicks
Danilo Gallinari,2873520,2009,2008,NYK,New York Knicks
Nate Robinson,2020179,2009,2008,NYK,New York Knicks
David Lee,1788033,2009,2008,NYK,New York Knicks
Wilson Chandler,1173480,2009,2008,NYK,New York Knicks
Malik Rose,7647500,2009,2008,OKC,Oklahoma City Thunder
Nick Collison,6350000,2009,2008,OKC,Oklahoma City Thunder
Earl Watson,6200000,2009,2008,OKC,Oklahoma City Thunder
Donyell Marshall,5950894,2009,2008,OKC,Oklahoma City Thunder
Desmond Mason,5300000,2009,2008,OKC,Oklahoma City Thunder
Joe Smith,4795000,2009,2008,OKC,Oklahoma City Thunder
Nenad Krstic,4778548,2009,2008,OKC,Oklahoma City Thunder
Kevin Durant,4484040,2009,2008,OKC,Oklahoma City Thunder
Robert Swift,3579131,2009,2008,OKC,Oklahoma City Thunder
Russell Westbrook,3493680,2009,2008,OKC,Oklahoma City Thunder
Jeff Green,3287640,2009,2008,OKC,Oklahoma City Thunder
Chucky Atkins,3240000,2009,2008,OKC,Oklahoma City Thunder
Damien Wilkins,3100000,2009,2008,OKC,Oklahoma City Thunder
Mouhamed Sene,2252400,2009,2008,OKC,Oklahoma City Thunder
Thabo Sefolosha,1931160,2009,2008,OKC,Oklahoma City Thunder
D.J. White,964080,2009,2008,OKC,Oklahoma City Thunder
Kyle Weaver,806452,2009,2008,OKC,Oklahoma City Thunder
Steven Hill,148238,2009,2008,OKC,Oklahoma City Thunder
John Lucas,32842,2009,2008,OKC,Oklahoma City Thunder
Rashard Lewis,16447871,2009,2008,ORL,Orlando Magic
Dwight Howard,13758000,2009,2008,ORL,Orlando Magic
Jameer Nelson,7700000,2009,2008,ORL,Orlando Magic
Hedo Turkoglu,6864200,2009,2008,ORL,Orlando Magic
Tony Battie,5746000,2009,2008,ORL,Orlando Magic
Mickael Pietrus,5300000,2009,2008,ORL,Orlando Magic
Rafer Alston,4900000,2009,2008,ORL,Orlando Magic
Tyronn Lue,2250000,2009,2008,ORL,Orlando Magic
J.J. Redick,2139720,2009,2008,ORL,Orlando Magic
Anthony Johnson,1910000,2009,2008,ORL,Orlando Magic
Courtney Lee,1176240,2009,2008,ORL,Orlando Magic
Jeremy Richardson,769431,2009,2008,ORL,Orlando Magic
Marcin Gortat,711517,2009,2008,ORL,Orlando Magic
Elton Brand,13757844,2009,2008,PHI,Philadelphia 76ers
Andre Iguodala,11300000,2009,2008,PHI,Philadelphia 76ers
Samuel Dalembert,11238564,2009,2008,PHI,Philadelphia 76ers
Andre Miller,10333334,2009,2008,PHI,Philadelphia 76ers
Reggie Evans,4640000,2009,2008,PHI,Philadelphia 76ers
Louis Williams,4500000,2009,2008,PHI,Philadelphia 76ers
Willie Green,3388000,2009,2008,PHI,Philadelphia 76ers
Thaddeus Young,1968120,2009,2008,PHI,Philadelphia 76ers
Marreese Speights,1542600,2009,2008,PHI,Philadelphia 76ers
Jason Smith,1326360,2009,2008,PHI,Philadelphia 76ers
Donyell Marshall,1262275,2009,2008,PHI,Philadelphia 76ers
Theo Ratliff,1262275,2009,2008,PHI,Philadelphia 76ers
Kareem Rush,926678,2009,2008,PHI,Philadelphia 76ers
Royal Ivey,854957,2009,2008,PHI,Philadelphia 76ers
Shaquille O\'Neal,21000000,2009,2008,PHO,Phoenix Suns
Amar\'e Stoudemire,15070550,2009,2008,PHO,Phoenix Suns
Steve Nash,12250000,2009,2008,PHO,Phoenix Suns
Jason Richardson,12222221,2009,2008,PHO,Phoenix Suns
Leandro Barbosa,6100000,2009,2008,PHO,Phoenix Suns
Grant Hill,1976400,2009,2008,PHO,Phoenix Suns
Goran Dragic,1700000,2009,2008,PHO,Phoenix Suns
Robin Lopez,1623720,2009,2008,PHO,Phoenix Suns
Jared Dudley,1222320,2009,2008,PHO,Phoenix Suns
Alando Tucker,1001880,2009,2008,PHO,Phoenix Suns
Matt Barnes,926678,2009,2008,PHO,Phoenix Suns
Louis Amundson,797581,2009,2008,PHO,Phoenix Suns
Courtney Sims,184648,2009,2008,PHO,Phoenix Suns
Dee Brown,54410,2009,2008,PHO,Phoenix Suns
Steve Francis,17180000,2009,2008,POR,Portland Trail Blazers
Raef LaFrentz,12722500,2009,2008,POR,Portland Trail Blazers
Darius Miles,9000000,2009,2008,POR,Portland Trail Blazers
Joel Przybilla,6310150,2009,2008,POR,Portland Trail Blazers
Greg Oden,5011680,2009,2008,POR,Portland Trail Blazers
LaMarcus Aldridge,4631400,2009,2008,POR,Portland Trail Blazers
Steve Blake,4250000,2009,2008,POR,Portland Trail Blazers
Travis Outlaw,4000000,2009,2008,POR,Portland Trail Blazers
Martell Webster,3771133,2009,2008,POR,Portland Trail Blazers
Channing Frye,3163769,2009,2008,POR,Portland Trail Blazers
Brandon Roy,3084240,2009,2008,POR,Portland Trail Blazers
Jerryd Bayless,1993560,2009,2008,POR,Portland Trail Blazers
Michael Ruffin,1141838,2009,2008,POR,Portland Trail Blazers
Rudy Fernandez,1084080,2009,2008,POR,Portland Trail Blazers
Sergio Rodriguez,1048800,2009,2008,POR,Portland Trail Blazers
Nicolas Batum,1040640,2009,2008,POR,Portland Trail Blazers
Shavlik Randolph,826269,2009,2008,POR,Portland Trail Blazers
Kevin Martin,8760335,2009,2008,SAC,Sacramento Kings
Kenny Thomas,8562500,2009,2008,SAC,Sacramento Kings
Andres Nocioni,8000000,2009,2008,SAC,Sacramento Kings
Drew Gooden,7151183,2009,2008,SAC,Sacramento Kings
Bobby Jackson,6487888,2009,2008,SAC,Sacramento Kings
Mikki Moore,5632200,2009,2008,SAC,Sacramento Kings
Beno Udrih,5585000,2009,2008,SAC,Sacramento Kings
Ike Diogu,2912823,2009,2008,SAC,Sacramento Kings
Rashad McCants,2620126,2009,2008,SAC,Sacramento Kings
Spencer Hawes,2180760,2009,2008,SAC,Sacramento Kings
Francisco Garcia,1983454,2009,2008,SAC,Sacramento Kings
Jason Thompson,1893840,2009,2008,SAC,Sacramento Kings
Cedric Simmons,1742760,2009,2008,SAC,Sacramento Kings
Quincy Douby,1427040,2009,2008,SAC,Sacramento Kings
Calvin Booth,1319651,2009,2008,SAC,Sacramento Kings
Sam Cassell,1262275,2009,2008,SAC,Sacramento Kings
Donte Greene,971160,2009,2008,SAC,Sacramento Kings
Will Solomon,711517,2009,2008,SAC,Sacramento Kings
Tim Duncan,20598704,2009,2008,SAS,San Antonio Spurs
Tony Parker,11550000,2009,2008,SAS,San Antonio Spurs
Manu Ginobili,9905248,2009,2008,SAS,San Antonio Spurs
Kurt Thomas,4200000,2009,2008,SAS,San Antonio Spurs
Bruce Bowen,4000000,2009,2008,SAS,San Antonio Spurs
Fabricio Oberto,3600000,2009,2008,SAS,San Antonio Spurs
Roger Mason,3500000,2009,2008,SAS,San Antonio Spurs
Matt Bonner,2987000,2009,2008,SAS,San Antonio Spurs
Michael Finley,2500000,2009,2008,SAS,San Antonio Spurs
Jacque Vaughn,1262275,2009,2008,SAS,San Antonio Spurs
Ime Udoka,1080000,2009,2008,SAS,San Antonio Spurs
Ian Mahinmi,1009200,2009,2008,SAS,San Antonio Spurs
George Hill,1006200,2009,2008,SAS,San Antonio Spurs
Malik Hairston,351091,2009,2008,SAS,San Antonio Spurs
Anthony Tolliver,187248,2009,2008,SAS,San Antonio Spurs
Blake Ahearn,125562,2009,2008,SAS,San Antonio Spurs
Desmon Farmer,83708,2009,2008,SAS,San Antonio Spurs
Austin Croshere,74251,2009,2008,SAS,San Antonio Spurs
Shawn Marion,17810000,2009,2008,TOR,Toronto Raptors 
Chris Bosh,14410581,2009,2008,TOR,Toronto Raptors 
Jose Calderon,7438018,2009,2008,TOR,Toronto Raptors 
Jason Kapono,5784480,2009,2008,TOR,Toronto Raptors 
Andrea Bargnani,5176440,2009,2008,TOR,Toronto Raptors 
Anthony Parker,4550000,2009,2008,TOR,Toronto Raptors 
Jorge Garbajosa,4350000,2009,2008,TOR,Toronto Raptors 
Marcus Banks,4260000,2009,2008,TOR,Toronto Raptors 
Kris Humphries,3200000,2009,2008,TOR,Toronto Raptors 
Joey Graham,2449184,2009,2008,TOR,Toronto Raptors 
Patrick O\'Bryant,1500000,2009,2008,TOR,Toronto Raptors 
Roko Ukic,1250000,2009,2008,TOR,Toronto Raptors 
Jake Voskuhl,826153,2009,2008,TOR,Toronto Raptors 
Nathan Jawai,442114,2009,2008,TOR,Toronto Raptors 
Andrei Kirilenko,15106000,2009,2008,UTA,Utah Jazz
Carlos Boozer,11593817,2009,2008,UTA,Utah Jazz
Mehmet Okur,8500000,2009,2008,UTA,Utah Jazz
Matt Harpring,6000000,2009,2008,UTA,Utah Jazz
Deron Williams,5069449,2009,2008,UTA,Utah Jazz
Kyle Korver,4956818,2009,2008,UTA,Utah Jazz
C.J. Miles,3700000,2009,2008,UTA,Utah Jazz
Jarron Collins,2074302,2009,2008,UTA,Utah Jazz
Brevin Knight,2000000,2009,2008,UTA,Utah Jazz
Ronnie Brewer,1834680,2009,2008,UTA,Utah Jazz
Ronnie Price,1188000,2009,2008,UTA,Utah Jazz
Kosta Koufos,1129320,2009,2008,UTA,Utah Jazz
Morris Almond,1081440,2009,2008,UTA,Utah Jazz
Kyrylo Fesenko,810000,2009,2008,UTA,Utah Jazz
Paul Millsap,797581,2009,2008,UTA,Utah Jazz
Gilbert Arenas,14653466,2009,2008,WAS,Washington Wizards
Antawn Jamison,9923285,2009,2008,WAS,Washington Wizards
Caron Butler,9249980,2009,2008,WAS,Washington Wizards
Etan Thomas,6864200,2009,2008,WAS,Washington Wizards
Mike James,6244093,2009,2008,WAS,Washington Wizards
Brendan Haywood,5500000,2009,2008,WAS,Washington Wizards
Darius Songaila,4235000,2009,2008,WAS,Washington Wizards
DeShawn Stevenson,3616072,2009,2008,WAS,Washington Wizards
Andray Blatche,2739669,2009,2008,WAS,Washington Wizards
Nick Young,1602960,2009,2008,WAS,Washington Wizards
Oleksiy Pecherov,1446720,2009,2008,WAS,Washington Wizards
JaVale McGee,1392240,2009,2008,WAS,Washington Wizards
Javaris Crittenton,1381560,2009,2008,WAS,Washington Wizards
Juan Dixon,998398,2009,2008,WAS,Washington Wizards
Dominic McGuire,711517,2009,2008,WAS,Washington Wizards
Dee Brown,184157,2009,2008,WAS,Washington Wizards
Mike Bibby,13500000,2008,2007,ATL,Atlanta Hawks
Joe Johnson,13488377,2008,2007,ATL,Atlanta Hawks
Speedy Claxton,6306182,2008,2007,ATL,Atlanta Hawks
Marvin Williams,4466040,2008,2007,ATL,Atlanta Hawks
Zaza Pachulia,4000000,2008,2007,ATL,Atlanta Hawks
Al Horford,3745800,2008,2007,ATL,Atlanta Hawks
Josh Childress,3631449,2008,2007,ATL,Atlanta Hawks
Josh Smith,2243543,2008,2007,ATL,Atlanta Hawks
Acie Law,1927080,2008,2007,ATL,Atlanta Hawks
Salim Stoudamire,783000,2008,2007,ATL,Atlanta Hawks
Solomon Jones,729000,2008,2007,ATL,Atlanta Hawks
Mario West,427163,2008,2007,ATL,Atlanta Hawks
Jeremy Richardson,253499,2008,2007,ATL,Atlanta Hawks
Larry Hughes,12000084,2008,2007,CHI,Chicago Bulls
Kirk Hinrich,11250000,2008,2007,CHI,Chicago Bulls
Andres Nocioni,8500000,2008,2007,CHI,Chicago Bulls
Drew Gooden,6453416,2008,2007,CHI,Chicago Bulls
Ben Gordon,4881669,2008,2007,CHI,Chicago Bulls
Tyrus Thomas,3505320,2008,2007,CHI,Chicago Bulls
Luol Deng,3320339,2008,2007,CHI,Chicago Bulls
Chris Duhon,3248000,2008,2007,CHI,Chicago Bulls
Joakim Noah,2135400,2008,2007,CHI,Chicago Bulls
Viktor Khryapa,1928598,2008,2007,CHI,Chicago Bulls
Thabo Sefolosha,1805160,2008,2007,CHI,Chicago Bulls
Cedric Simmons,1629120,2008,2007,CHI,Chicago Bulls
Shannon Brown,1044120,2008,2007,CHI,Chicago Bulls
JamesOn Curry,427163,2008,2007,CHI,Chicago Bulls
Aaron Gray,427163,2008,2007,CHI,Chicago Bulls
Demetris Nichols,427163,2008,2007,CHI,Chicago Bulls
Thomas Gardner,101451,2008,2007,CHI,Chicago Bulls
Ben Wallace,15500000,2008,2007,CLE,Cleveland Caveliers
LeBron James,13041250,2008,2007,CLE,Cleveland Caveliers
Wally Szczerbiak,12775000,2008,2007,CLE,Cleveland Caveliers
Zydrunas Ilgauskas,10142156,2008,2007,CLE,Cleveland Caveliers
Eric Snow,6703125,2008,2007,CLE,Cleveland Caveliers
Anderson Varejao,5356000,2008,2007,CLE,Cleveland Caveliers
Joe Smith,5200000,2008,2007,CLE,Cleveland Caveliers
Sasha Pavlovic,4250000,2008,2007,CLE,Cleveland Caveliers
Damon Jones,4172432,2008,2007,CLE,Cleveland Caveliers
Delonte West,1889760,2008,2007,CLE,Cleveland Caveliers
Devin Brown,1200000,2008,2007,CLE,Cleveland Caveliers
Dwayne Jones,770610,2008,2007,CLE,Cleveland Caveliers
Daniel Gibson,687456,2008,2007,CLE,Cleveland Caveliers
Kaniel Dickens,264897,2008,2007,CLE,Cleveland Caveliers
Billy Thomas,264897,2008,2007,CLE,Cleveland Caveliers
Jason Kidd,19728000,2008,2007,DAL,Dallas Mavericks
Michael Finley,18593750,2008,2007,DAL,Dallas Mavericks
Dirk Nowitzki,16360094,2008,2007,DAL,Dallas Mavericks
Erick Dampier,10590500,2008,2007,DAL,Dallas Mavericks
Josh Howard,9000000,2008,2007,DAL,Dallas Mavericks
Jason Terry,8898000,2008,2007,DAL,Dallas Mavericks
Jerry Stackhouse,6750000,2008,2007,DAL,Dallas Mavericks
Devean George,2369111,2008,2007,DAL,Dallas Mavericks
Eddie Jones,1830000,2008,2007,DAL,Dallas Mavericks
Didier Ilunga-Mbenga,1800000,2008,2007,DAL,Dallas Mavericks
Antoine Wright,1680600,2008,2007,DAL,Dallas Mavericks
Juwan Howard,1211197,2008,2007,DAL,Dallas Mavericks
Malik Allen,998398,2008,2007,DAL,Dallas Mavericks
Brandon Bass,770610,2008,2007,DAL,Dallas Mavericks
Jose Barea,687456,2008,2007,DAL,Dallas Mavericks
Nick Fazekas,427163,2008,2007,DAL,Dallas Mavericks
Allen Iverson,19012500,2008,2007,DEN,Denver Nuggets
Kenyon Martin,13250000,2008,2007,DEN,Denver Nuggets
Carmelo Anthony,13041250,2008,2007,DEN,Denver Nuggets
Marcus Camby,11250000,2008,2007,DEN,Denver Nuggets
Nene,8840000,2008,2007,DEN,Denver Nuggets
Eduardo Najera,4952380,2008,2007,DEN,Denver Nuggets
Steven Hunter,3248000,2008,2007,DEN,Denver Nuggets
Chucky Atkins,3000000,2008,2007,DEN,Denver Nuggets
J.R. Smith,2134067,2008,2007,DEN,Denver Nuggets
Anthony Carter,1103225,2008,2007,DEN,Denver Nuggets
Linas Kleiza,1011360,2008,2007,DEN,Denver Nuggets
Yakhouba Diawara,687456,2008,2007,DEN,Denver Nuggets
Bobby Jones,687456,2008,2007,DEN,Denver Nuggets
Taurean Green,427163,2008,2007,DEN,Denver Nuggets
Mike Wilks,162281,2008,2007,DEN,Denver Nuggets
Jelani McCoy,151089,2008,2007,DEN,Denver Nuggets
Rasheed Wallace,12540000,2008,2007,DET,Detroit Pistons
Chauncey Billups,10000000,2008,2007,DET,Detroit Pistons
Richard Hamilton,10000000,2008,2007,DET,Detroit Pistons
Tayshaun Prince,8675620,2008,2007,DET,Detroit Pistons
Antonio McDyess,6373900,2008,2007,DET,Detroit Pistons
Amir Johnson,3666666,2008,2007,DET,Detroit Pistons
Juan Dixon,2550000,2008,2007,DET,Detroit Pistons
Lindsey Hunter,2250000,2008,2007,DET,Detroit Pistons
Walter Herrmann,1944000,2008,2007,DET,Detroit Pistons
Ronald Murray,1890000,2008,2007,DET,Detroit Pistons
Rodney Stuckey,1569600,2008,2007,DET,Detroit Pistons
Jarvis Hayes,1200000,2008,2007,DET,Detroit Pistons
Jason Maxiell,1041360,2008,2007,DET,Detroit Pistons
Arron Afflalo,944520,2008,2007,DET,Detroit Pistons
Ronald Dupree,826046,2008,2007,DET,Detroit Pistons
Cheikh Samb,427163,2008,2007,DET,Detroit Pistons
Baron Davis,16440000,2008,2007,GSW,Golden State Warriors
Adonal Foyle,8937500,2008,2007,GSW,Golden State Warriors
Al Harrington,8425625,2008,2007,GSW,Golden State Warriors
Stephen Jackson,6630000,2008,2007,GSW,Golden State Warriors
Mickael Pietrus,3470770,2008,2007,GSW,Golden State Warriors
Matt Barnes,3000000,2008,2007,GSW,Golden State Warriors
Andris Biedrins,2636696,2008,2007,GSW,Golden State Warriors
Brandan Wright,2323080,2008,2007,GSW,Golden State Warriors
Patrick O\'Bryant,2216400,2008,2007,GSW,Golden State Warriors
Kosta Perovic,1800000,2008,2007,GSW,Golden State Warriors
Marco Belinelli,1345800,2008,2007,GSW,Golden State Warriors
Austin Croshere,1219590,2008,2007,GSW,Golden State Warriors
Troy Hudson,1219590,2008,2007,GSW,Golden State Warriors
Monta Ellis,770610,2008,2007,GSW,Golden State Warriors
Kelenna Azubuike,687456,2008,2007,GSW,Golden State Warriors
Chris Webber,602173,2008,2007,GSW,Golden State Warriors
Didier Ilunga-Mbenga,249478,2008,2007,GSW,Golden State Warriors
C.J. Watson,125479,2008,2007,GSW,Golden State Warriors
Stephane Lasme,48056,2008,2007,GSW,Golden State Warriors
Jermaine O\'Neal,19728000,2008,2007,IND,Indiana Pacers
Troy Murphy,9206349,2008,2007,IND,Indiana Pacers
Mike Dunleavy,8219008,2008,2007,IND,Indiana Pacers
Marquis Daniels,6373900,2008,2007,IND,Indiana Pacers
Jamaal Tinsley,6300000,2008,2007,IND,Indiana Pacers
Jeff Foster,5500000,2008,2007,IND,Indiana Pacers
Ike Diogu,2286360,2008,2007,IND,Indiana Pacers
David Harrison,1734316,2008,2007,IND,Indiana Pacers
Danny Granger,1516800,2008,2007,IND,Indiana Pacers
Travis Diener,1500000,2008,2007,IND,Indiana Pacers
Shawne Williams,1470360,2008,2007,IND,Indiana Pacers
Kareem Rush,854957,2008,2007,IND,Indiana Pacers
Stephen Graham,770610,2008,2007,IND,Indiana Pacers
Andre Owens,687456,2008,2007,IND,Indiana Pacers
Courtney Sims,112130,2008,2007,IND,Indiana Pacers
Elton Brand,15344000,2008,2007,LAC,Los Angeles Clippers
Chris Kaman,8600000,2008,2007,LAC,Los Angeles Clippers
Cuttino Mobley,8350000,2008,2007,LAC,Los Angeles Clippers
Corey Maggette,7000000,2008,2007,LAC,Los Angeles Clippers
Sam Cassell,6150000,2008,2007,LAC,Los Angeles Clippers
Tim Thomas,5632200,2008,2007,LAC,Los Angeles Clippers
Shaun Livingston,4404629,2008,2007,LAC,Los Angeles Clippers
Aaron Williams,1890000,2008,2007,LAC,Los Angeles Clippers
Al Thornton,1652280,2008,2007,LAC,Los Angeles Clippers
Brevin Knight,1600000,2008,2007,LAC,Los Angeles Clippers
Dan Dickau,926678,2008,2007,LAC,Los Angeles Clippers
Quinton Ross,826046,2008,2007,LAC,Los Angeles Clippers
Josh Powell,800000,2008,2007,LAC,Los Angeles Clippers
Paul Davis,687456,2008,2007,LAC,Los Angeles Clippers
Richie Frahm,623694,2008,2007,LAC,Los Angeles Clippers
Ruben Patterson,304897,2008,2007,LAC,Los Angeles Clippers
Guillermo Diaz,56065,2008,2007,LAC,Los Angeles Clippers
Kobe Bryant,19490625,2008,2007,LAL,Los Angeles Lakers
Pau Gasol,13735000,2008,2007,LAL,Los Angeles Lakers
Lamar Odom,13248596,2008,2007,LAL,Los Angeles Lakers
Vladimir Radmanovic,5632200,2008,2007,LAL,Los Angeles Lakers
Derek Fisher,4350000,2008,2007,LAL,Los Angeles Lakers
Luke Walton,4000000,2008,2007,LAL,Los Angeles Lakers
Trevor Ariza,3100000,2008,2007,LAL,Los Angeles Lakers
Chris Mihm,2500000,2008,2007,LAL,Los Angeles Lakers
Andrew Bynum,2172000,2008,2007,LAL,Los Angeles Lakers
Sasha Vujacic,1756951,2008,2007,LAL,Los Angeles Lakers
Jordan Farmar,1009560,2008,2007,LAL,Los Angeles Lakers
Ronny Turiaf,770610,2008,2007,LAL,Los Angeles Lakers
Didier Ilunga-Mbenga,434091,2008,2007,LAL,Los Angeles Lakers
Coby Karl,427163,2008,2007,LAL,Los Angeles Lakers
Kwame Brown,9075000,2008,2007,MEM,Memphis Grizzlies
Mike Miller,8376194,2008,2007,MEM,Memphis Grizzlies
Darko Milicic,6500000,2008,2007,MEM,Memphis Grizzlies
Jason Collins,6100000,2008,2007,MEM,Memphis Grizzlies
Brian Cardinal,5850000,2008,2007,MEM,Memphis Grizzlies
Damon Stoudamire,4350000,2008,2007,MEM,Memphis Grizzlies
Mike Conley,3377160,2008,2007,MEM,Memphis Grizzlies
Rudy Gay,2411160,2008,2007,MEM,Memphis Grizzlies
Hakim Warrick,1376040,2008,2007,MEM,Memphis Grizzlies
Javaris Crittenton,1285200,2008,2007,MEM,Memphis Grizzlies
Kyle Lowry,1087680,2008,2007,MEM,Memphis Grizzlies
Casey Jacobsen,826269,2008,2007,MEM,Memphis Grizzlies
Aaron McKie,750000,2008,2007,MEM,Memphis Grizzlies
Andre Brown,711517,2008,2007,MEM,Memphis Grizzlies
Marcus Vinicius,687456,2008,2007,MEM,Memphis Grizzlies
Juan Carlos Navarro,538090,2008,2007,MEM,Memphis Grizzlies
Jeremy Richardson,511295,2008,2007,MEM,Memphis Grizzlies
Tarence Kinsey,219533,2008,2007,MEM,Memphis Grizzlies
Bobby Jones,85932,2008,2007,MEM,Memphis Grizzlies
Shawn Marion,16440000,2008,2007,MIA,Miami Heat
Dwyane Wade,13041250,2008,2007,MIA,Miami Heat
Jason Williams,8937500,2008,2007,MIA,Miami Heat
Mark Blount,7901040,2008,2007,MIA,Miami Heat
Ricky Davis,6819000,2008,2007,MIA,Miami Heat
Udonis Haslem,6050000,2008,2007,MIA,Miami Heat
Marcus Banks,3966207,2008,2007,MIA,Miami Heat
Alonzo Mourning,2762500,2008,2007,MIA,Miami Heat
Smush Parker,2250000,2008,2007,MIA,Miami Heat
Dorell Wright,2040746,2008,2007,MIA,Miami Heat
Daequan Cook,1184400,2008,2007,MIA,Miami Heat
Earl Barron,973328,2008,2007,MIA,Miami Heat
Alexander Johnson,687456,2008,2007,MIA,Miami Heat
Chris Quinn,687456,2008,2007,MIA,Miami Heat
Joel Anthony,427163,2008,2007,MIA,Miami Heat
Anfernee Hardaway,320142,2008,2007,MIA,Miami Heat
Luke Jackson,279415,2008,2007,MIA,Miami Heat
Michael Redd,14520000,2008,2007,MIL,Milwaukee Bucks
Bobby Simmons,9280000,2008,2007,MIL,Milwaukee Bucks
Mo Williams,7750000,2008,2007,MIL,Milwaukee Bucks
Dan Gadzuric,5751130,2008,2007,MIL,Milwaukee Bucks
Desmond Mason,5000000,2008,2007,MIL,Milwaukee Bucks
Andrew Bogut,4991520,2008,2007,MIL,Milwaukee Bucks
Charlie Bell,3100000,2008,2007,MIL,Milwaukee Bucks
Jake Voskuhl,3000000,2008,2007,MIL,Milwaukee Bucks
Yi Jianlian,2777760,2008,2007,MIL,Milwaukee Bucks
Charlie Villanueva,2715000,2008,2007,MIL,Milwaukee Bucks
Michael Ruffin,1033930,2008,2007,MIL,Milwaukee Bucks
Royal Ivey,826046,2008,2007,MIL,Milwaukee Bucks
Awvee Storey,711517,2008,2007,MIL,Milwaukee Bucks
David Noel,687456,2008,2007,MIL,Milwaukee Bucks
Ramon Sessions,427163,2008,2007,MIL,Milwaukee Bucks
Theo Ratliff,11666666,2008,2007,MIN,Minnesota Timberwolves
Antoine Walker,8329640,2008,2007,MIN,Minnesota Timberwolves
Juwan Howard,6883800,2008,2007,MIN,Minnesota Timberwolves
Marko Jaric,6050000,2008,2007,MIN,Minnesota Timberwolves
Troy Hudson,5953000,2008,2007,MIN,Minnesota Timberwolves
Greg Buckner,3750000,2008,2007,MIN,Minnesota Timberwolves
Michael Doleac,3120000,2008,2007,MIN,Minnesota Timberwolves
Eddie Griffin,2900000,2008,2007,MIN,Minnesota Timberwolves
Randy Foye,2631840,2008,2007,MIN,Minnesota Timberwolves
Sebastian Telfair,2562426,2008,2007,MIN,Minnesota Timberwolves
Corey Brewer,2535720,2008,2007,MIN,Minnesota Timberwolves
Al Jefferson,2480885,2008,2007,MIN,Minnesota Timberwolves
Mark Madsen,2420000,2008,2007,MIN,Minnesota Timberwolves
Kirk Snyder,2358433,2008,2007,MIN,Minnesota Timberwolves
Rashad McCants,1769160,2008,2007,MIN,Minnesota Timberwolves
Beno Udrih,1747096,2008,2007,MIN,Minnesota Timberwolves
Ryan Gomes,770610,2008,2007,MIN,Minnesota Timberwolves
Craig Smith,687456,2008,2007,MIN,Minnesota Timberwolves
Chris Richard,427163,2008,2007,MIN,Minnesota Timberwolves
Vince Carter,13320000,2008,2007,NJN,Brooklyn Nets
Richard Jefferson,12200000,2008,2007,NJN,Brooklyn Nets
Stromile Swift,5800000,2008,2007,NJN,Brooklyn Nets
Trenton Hassell,4350000,2008,2007,NJN,Brooklyn Nets
Keith Van Horn,4300000,2008,2007,NJN,Brooklyn Nets
Jamaal Magloire,4000000,2008,2007,NJN,Brooklyn Nets
Devin Harris,3995003,2008,2007,NJN,Brooklyn Nets
Bostjan Nachbar,2500000,2008,2007,NJN,Brooklyn Nets
DeSagana Diop,2146000,2008,2007,NJN,Brooklyn Nets
Nenad Krstic,1889760,2008,2007,NJN,Brooklyn Nets
Sean Williams,1416600,2008,2007,NJN,Brooklyn Nets
Darrell Armstrong,1219590,2008,2007,NJN,Brooklyn Nets
Marcus Williams,1180200,2008,2007,NJN,Brooklyn Nets
Josh Boone,1133040,2008,2007,NJN,Brooklyn Nets
Maurice Ager,974400,2008,2007,NJN,Brooklyn Nets
Billy Thomas,510529,2008,2007,NJN,Brooklyn Nets
Clifford Robinson,500000,2008,2007,NJN,Brooklyn Nets
David Wesley,250000,2008,2007,NJN,Brooklyn Nets
Eddie Gill,151089,2008,2007,NJN,Brooklyn Nets
Peja Stojakovic,11664000,2008,2007,NOH,New Orleans Pelicans
David West,10650000,2008,2007,NOH,New Orleans Pelicans
Tyson Chandler,10250000,2008,2007,NOH,New Orleans Pelicans
